word,corrected
ceritahariini,
nguri,
sensi,
menjudge,
usernamekami,
ngga,
dimanjahhh,
dihibur,
insinyur,
wishes,
buyg,
bukannya,
handsome,
debut,
pokoknya,
concordia,
extention,
quote,
kjatuhan,
kantin,
jaktim,
sudahlah,
digitalnya,
unnieee,
delcontnan,
majalaya,
nungu,
parklife,
simcard,
ekspresi,
ada,
matthew,
luarbiasa,
greatest,
diadu,
ngutik,
ngebut,
eid,
variety,
teros,
kecemburuannya,
sinari,
ngecounter,
disingkirkandihilangkan,
tidakada,
auranya,
eleuh,
ahlinya,
masanya,
berantem,
menginginkanmu,
dimamam,
rusuh,
keduanya,
moci,
astagah,
langitmu,
mumpung,
mengingatmu,
bner,
persatuan,
unisba,
tolakhoax,
mngrti,
yan,
nempatin,
tipi,
simple,
transaksi,
korban,
kerjanya,
uangnya,
private,pribadi
ucok,ucok
calmdown,tenang
viwihotdealsformiddleeast,
ambilhah,ambillah
young,muda
dgn,dengan
adatjawa,adat jawa
beliau,beliau
efekldr,efek hubungan jarak jauh
degdeg,deg-degan
staywithmetodaytomorrowforever,tinggal dengan saya hari ini besok selamanya
yap,menyalak
mimind,admin
hatihati,hati-hati
indon,Indonesia
kemal,kemal
mengirisiris,mengiris-iris
tampubolon,Tampubolon
tt,
berwirausaha,berwirausaha
semo,semu
dibelakang,di belakang
ongkos,ongkos
other,lainnya
diacak,diacak
konsulan,konsultan
imma,Saya akan
ntb,Nusa Tenggara Barat
wlopun,Walaupun
patariktatik,patriotik
merubah,mengubah
ngisinya,mengisi
school,sekolah
peramai,membuat ramai
dipikirpikir,dipikir-pikir
dijahatin,dijahatkan
yesusku,Yesusku
returnofthelittleprince,Kembalinya pangeran kecil
berhitung,berhitung
berpandapat,berpendapat
rekomen,rekomendasi
begonya,bego
then,kemudian
sebelnya,sebal
omongannya,omongan dia
hums,
menjerit,menjerit
eggs,telur
caranya,cara
wife,istri
penggambaran,penggambaran
praktek,praktik
terpadam,terpadam
dp,uang muka
tipsnya,tips
yipiiee,senang
review,ulasan
jaraknya,jaraknya
modar,meninggal
be,menjadi
untold,yang tidak diceritakan
mute,bisu
ragukan,meragukan
surabi,serabi
dikampung,di kampung
sesek,sesak
pagisiang,pagi siang
gebang,gerbang
menenangkannya,menenangkannya
lapang,lapang
berpolusinya,berpolusi
nganter,mengantar
putro,Putro
sepenanggungan,sepenanggungan
hee,
perintahkan,memperintahkan
kutemui,aku temukan
ayo,ayo
angry,marah
ripkate,Kate meninggal dunia
muhammadiyah,Muhammadiyah
suruh,Suruh
milyar,miliar
wonder,berpikir
kejari,ke jari
pernaskahan,pernaskahan
taubat,taubat
oon,bodoh
purbalingga,Purbalingga
himpun,Himpun
sieun,Sieun
jadian,jadian
apoteker,apoteker
suksesnya,kesuksesan dia
askmf,
menghemat,menghemat
closefriend,teman dekat
egi,
yang,yang
bcz,karena
bersebrangan,bersebarangan
sisimu,sisimu
setakut,setakut
keselek,keselek
proposal,proposal
nyaring,nyaring
nte,
ndalem,dalam
pakistan,Pakistan
bonek,boneka
menjauhinya,menjauhi dia
diserobot,diserobot
berfaedah,berfaedah
trnyata,ternyata
mitos,mitos
tik,tik
islampartai,islam partai
rahtawu,Rahtawau
diganggu,diganggu
dd,
nekan,tekan
div,divisi
hadapi,hadap
skill,kemampuan
mengeluarkan,mengeluarkan
onlen,daring
jman,zaman
berbedamungkin,berbeda mungkin
ja,aja
berjilbab,berjilbab
semogakan,semoga
mangap,mangap
featured,unggul
kemaren,kemarin
sweet,manis
menimbang,menimbang
ingini,ingin
kompetible,kompatibel
burhan,burhan
korya,korea
setujuin,disetujui
perlahan,perlahan
gerangan,gerangan
terorganisir,terorganisir
hahahahaha,haha
factory,pabrik
nambah,tambah
gua,saya
kelelahan,kelelahan
istiqamah,istiqomah
soraksorak,sorak-sorak
ditulis,ditulis
tgbharapan,tinggi harapan
ujicoba,uji coba
tersabar,tersabar
balasan,balasan
ngibur,hibur
uda,sudah
minggunya,minggu
noob,cupu
sesenggukan,tersendu-sendu
memperdalam,memperdalam
seksama,seksama
menguras,menguras
gtau,tidak tahu
pakean,pakaian
agar,agar
jk,jika
brewok,berewok
takbir,takbir
pecandu,pecandu
sa,
ajapdhl,aja padahal
jangannjay,jangan iya
kliatan,kelihatan
jariorg,jari orang
mendapati,mendapatkan
wamil,wajib militer
sndri,sendiri
baruuuu,baru
around,sekitar
indonesiabersepeda,Indonesia bersepeda
wrpnya,
kesunyian,kesunyian
tongtong,tong-tong
genre,genre
diana,Diana
italia,Italia
kemang,Kemang
ketiwi,ketawa
lelucon,lelucon
mkanya,makanya
sawa,sawah
daehyun,Daehyun
mjd,menjadi
presidensial,presidensial
mataku,mataku
nongkrongnya,tongkrong
pappa,papa
njum,
kemarin,kemarin
kukena,aku kena
yaaaa,iya
bbmemang,
nelongso,nelongso
khusunya,khususnya
khusyukselamat,khusyuk selamat
perekonomian,perekonomian
dengernya,terdengar
lagiiihhh,lagi
dirisendiri,diri sendiri
bungkusan,bungkusan
disamain,disamakan
ahok,Ahok
silver,perak
huh,apa
im,saya
wejangan,wejangan
soguys,jadi kalian
sblm,sebelum
kulli,kuli
fitmom,
tgg,tinggal
workshopcerpenkompas,kelas karya cerita pendek kompas
mantep,mantap
asalkan,asalkan
quarter,seperempat
perfect,sempurna
shel,
menceritakan,meceritakan
utamanyasbg,utamanya sebagai
terdiam,terdiam
ngobrolin,mengobrolkan
nasehatin,menasehatkan
mz,malas
ngalamin,mengalami
badannya,badannya
yg,yang
sependapat,sependapat
dewasa,dewasa
abon,abon
dipakein,dipakaikan
jatah,jatah
dmna,dimana
salemba,salemba
sepiku,
ambekin,mengambek
sedalamdalamnya,sedalam-dalamnya
kitabanyak,kita banyak
terkenal,terkenal
aq,aku
dibalik,dibalik
trjadi,terjadi
pikiranku,pikiran aku
skripsishit,
lajang,lajanf
sesusah,sesusah
sopan,sopan
membahayakan,membahayakan
bersandarlah,bersandarlah
wonderful,luar biasa
gangapain,tidak berbuat apa-apa
sepatah,sepatah
jambore,Jambore
atmnya,ATM
saudari,saudari
klikklik,klik-klik
nethink,berpikir negatif
bergegas,bergegas
keegoisanku,keegoisanku
potensial,potensial
hahahahaudah,haha sudah
irish,iri sih
minyakan,berminyak
bersinar,bersinar
gemeter,gemetar
gue,saya
dibenarkan,dibenarkan
mimpin,memimpin
bkin,bikin
yeayy,
langganan,langganan
ngadem,mengadem
tajem,tajam
dudum,duduk
laporannya,laporannya
betah,betah
ulfah,ulfah
memyambut,menyambut
jarijarinya,jari-jarinya
catfish,lele
funny,lucu
made,terbuat
gendutan,menggendut
bulutangkis,bulu tangkis
dipickup,diambil
kaos,kaus
miliki,milik
janganlah,janganlah
suspend,suspensi
bermingguminggu,berminggu-minggu
maps,peta
maniskarena,manis karena
kuingin,aku ingin
k,
catat,catat
idealnya,idealnya
ungkap,ungkap
bange,
rasullullah,rasullullah
begicu,begitu
gangu,ganggu
dinilai,dinilai
hilaf,khilaf
berpisah,berpisah
kuberikan,kuberikan
lsg,langsung
gatausih,tidak tahu sih
mikirlah,berpikir
kmrn,kemarin
mapin,memaafkan
diwajibkan,diwajibkan
naudzubillah,naudzubillah
elah,aduh
pnh,pernah
saya,saya
permanen,permanen
tribun,tribun
threadnya,
digangguin,diganggu
soshum,sosial dan humaniora
positifnya,positifnya
terkhir,terakhir
begini,begini
nihh,nih
anik,
ekstra,ekstra
seringnya,sering
berbuah,berbuah
kesana,ke sana
kapolda,Kepala Kepolisian Negara Republik Indonesia Daerah
jobdes,pekerjaan
kanngomong,akan berbicara
hani,Hani
humas,hubungan masyarakat
mallakunya,
rotio,Roti O
keperawatan,keperawatan
nyontek,menyontek
seruanganku,seruanganku
gedemasa,gede masa
parungpanjang,parung panjang
remah,remah
terbukti,terbukti
angker,angker
bergelimang,bergelimang
seiman,seiman
ktp,Kartu Tanda Penduduk
larut,larut
pemikiranku,pemikiranku
error,error
pakbuk,Bapak Ibu
bertempur,bertempur
berdongeng,berdongeng
kelimutu,Kelimutu
sebagus,sebagus
bis,bus
abatyg,abad yang
nyokapnya,ibu dia
pilek,pilek
malainkan,melainkan
perkenalkan,perkenalkan
proker,progam kerja
disalahinserah,disalahkan serah
mengunjungimu,mengunjung kamu
dsuruh,disuruh
for,untuk
benahin,membenah
maleen,
ngejaga,menjaga
selalau,selalu
poohnya,
mengata,mengatakan
ange,marah
mendukungmu,mendukungmu
tangisan,tangisan
muasalnya,muasalnya
nontonnya,menonton
hadist,hadis
kunaon,mengapa
aju,aku
ngegumpal,menggumpal
ehehe,hehe
front,depan
cofee,kopi
mas,mas
certnya,ceritanya
inginkan,menginginkan
olvyt,
segambreng,segambreng
disatuin,disatukan
keluhan,keluhan
tidakpertandingan,tidak pertandingan
dodolnya,dodolnya
rude,kasar
disimpen,disimpan
ajarkan,mengajarkan
demarco,Derma Co
mildawati,Mildawati
dirusak,dirusak
kahmi,kami
organo,oregano
ditolongin,ditolong
keok,dipukuli
deserve,berhak
beliin,dibelikan
dgnmu,dengan kamu
semagat,semangat
luck,keberuntungan
kagetnya,kaget dia
bikini,bikini
jkn,Jaminan Kesehatan Nasional
kontol,kontol
tercintanya,tercinta dia
mari,mari
confused,bingung
tnggl,tinggal
ice,es batu
ungulan,unggulan
najong,najis
prabocor,pra bocor
memajukan,memajukan
bdua,berdua
didukungitu,didukung itu
sinis,sinis
aroha,
disamping,disamping
ingattt,ingat
salahnya,salah dia
tiada,tiada
nggayengyeng,nggayengyeng
side,samping
dimanfaatin,dimanfaatkan
ngejalaninnya,menjalani
nggarap,menggarap
mengingat,mengingat
fasilitas,fasilitas
cumakan,tetapi
template,templat
sherina,Sherina
nb,
baligasm,baligasm
sii,si 
mengapprove,menyetujui
batalion,batalion
bisma,Bisma
some,beberapa
atau,atau
even,genap
agun,
berhatihati,berhati-hati
mellow,sedih
khanmaen,kan main
ngibrit,kabur
kuotanya,kuotanya
kontroversi,kontroversi
pundak,pundak
rasionalnya,rasionalnya
buiistri,ibu istri
catcalling,pelecahan di jalan
gimanapun,bagaimana pun
system,sistem
simak,simak
adore,mengagumi
sejelek,sejelek
apes,kurang beruntung
tergambar,tergambar
diusahakannya,diusahakan
parte,partai
hita,hitam
rosa,Rosa
mecucu,
dinporapar,
provokasipresiden,provokasi presiden
dikasur,di kasur
karin,Karin
nyaut,menyauti
kejelekannya,kejelekannya
cyn,
habislah,telah habis
pentingan,lebih penting
ndk,tidak
gara,gara
tegangan,tegangan
tanabang,Tanah Abang
seenaknya,seenaknya
naek,naik
netijennya,warga internet
ahokerjokowerdiminta,Ahok Jokowi diminta
mengaku,mengaku
ateis,ateis
gonna,akan
takziah,
satukan,satukan
jatimotoblog,
serius,serius
menurut,menurut
jujuuuudd,
sebegini,sebegini
ap,apa
diperhatikan,diperhatikan
kta,kita
logcial,logis
gununggede,gunung gede
hih,
hanna,
merasakan,merasakan
kalaki,
lw,
terindah,terindah
orangpresiden,orang presiden
pps,
oposisi,oposisi
ornah,
juno,
hue,
engkaulah,engkau lah
tanahnya,tanahnya
waras,waras
laparrrr,lapar
hp,telepon genggam
mcd,MCD
storyline,jalan cerita
badminton,bulu tangkis
berupa,berupa
jajanin,menjajani
gay,homo
ggwp,permainan yang baik
team,tim
lebihnya,lebihnya
dose,
sebaikbaik,sebaik baik
ributnya,ributnya
sale,penjualan
nghina,menghina
because,karena
gilani,gila ini
yatapi,iya tapi
akutuh,aku tuh
peningkatan,peningkatan
kanda,kandas
duittp,uang tapi
ditekan,di tekan
housenya,rumahnya
difermentasi,di fermentasi
ttg,tentang
diremehkan,di remehkan
lebaranada,lebaran ada
eksploitasi,eksploitasi
marjuki,marjuki
giveup,menyerah
natalan,natalan
win,menang
menyikapi,menyikapi
gemez,gemas
ngember,mengember
terusap,terusap
faktaatauhoax,fakta atau hoax
ditentuin,ditentukan
bersyukur,bersyukur
smb,SMB
sedunia,satu dunia
lovw,cinta
dilimpahi,di limpahi
risha,
leha,istirahat
takkusangka,tak ku sangka
iaitu,yaitu
rumuse,rumusnya
dikantor,di kantor
sebelumnyajangan,sebelumnya jangan
ditunggu,ditunggu
menciptakan,menciptakan
waw,
oom,
bedanya,bedanya
yakan,iya kan
tegas,tegas
nyebayangin,membayangkan
come,datang
ajagak,aja tidak
mam,makan
rakyatnya,rakyatnya
infringement,
seronok,seronok
sulawesi,sulawesi
kupeluk,ku peluk
gabakal,tidak akan
dilalui,dilalui
hehehe,hehe
influencer,influencer
perlihatkan,perlihatkan
tertekan,tertekan
sukaai,suka
ngejiplak,menjiplak
gemeees,gemas
tangannya,tangannya
hepi,senang
iccu,
tour,tur
nutrifood,nutrifood
sholattakbiran,
biikin,bikin
makanya,makanya
smstelpwa,sms telepon whatsapp
kesembuhanmu,kesembuhan mu
berjaga,berjaga
gerung,gerung
goodnite,selamat malam
doanng,doang
mualaf,mualaf
satrionkri,
pn,
canggung,canggung
jele,jelek
next,selanjutnya
aaamiiinnn,amin
menuduh,menuduh
send,mengirim
dipencet,ditekan
berinvestasi,berinvestasi
sulitnya,sulitnya
otakku,otak ku
sebelahan,bersebelahan
ukmmpd,UKM MPD
malingnye,malingnya
kat,
tonton,tonton
persembahan,persembahan
koe,kau
sederhana,sederhana
ckck,
tanita,
halohaa,
barengbareng,bersama-sama
arabika,arabika
attitudenya,sikapnya
cintacintaan,cinta-cintaan
sesama,sesama
konyolnya,konyol nya
diatapi,di atapi
sdr,saudara
pangumbaraan,pengumbaran
nyapa,menyapa
pembinaan,pembinaan
stalker,penguntit
bukaaan,
younger,lebih muda
kemari,kemari
hell,neraka
barokah,barokah
saos,saos
omong,omong
ni,ini
umayan,lumayan
sva,
kebutuan,kebutuhan
jongkok,jongkok
kandidat,kandidat
safiatuddin,
babinsa,
galuh,
diulang,diulang
menagsdh,menang sudah
dilahirkan,dilahirkan
penetapan,penetapan
utuhkan,mengutuhkan
ributin,meributkan
mulia,mulia
sunscreen,tabir surya
uud,UUD
tersangka,tersangka
sharapova,
nengokin,menengoki
accoun,akun
elektion,
ngeriiiih,ngeri
mengarungmurat,
muallimin,
viewers,penonton
giftawayforcustomer,hadiah untuk pelanggan
birahi,birahi
goblo,goblok
ujungn,ujung
akhlaqaku,akhlak aku
makmur,makmur
mampang,mampang
apapun,apa pun
gaada,tidak ada
beruntungnya,beruntungnya
hujat,hujat
matung,mematung
membayarnya,membayarnya
tumpangi,ditumpangi
terkutuk,terkutuk
disurga,di surga
ribuan,ribuan
akumencintaimu,aku mencintai mu
bergosip,bergosip
lanange,lelakinya
beruntungmereka,beruntung mereka
demografi,demografi
keypass,
nahdlotul,
actually,sebenarnya
diapun,dia pun
ratio,rasio
sanes,
kendaliin,mengendalikan
blang,
ampe,sampai
ngomporin,mengompori
keajaiban,keajaiban
agent,agen
harini,hari ini
hnnggg,
seluas,seluas
standing,sedang berdiri
fm,
awahab,
bagaimanapun,bagaimana pun
mega,besar
diundur,diundur
mungil,mungil
kritikanjujur,kritikan jujur
luculucu,lucu-lucu
include,termasuk
pulsa,pulsa
relevan,relevan
digenggamnya,digenggamannya
disni,disini
amberegul,
jls,jelas
amit,amit
rossi,rossi
singapore,singapur
ajach,aja
terdekat,terdekat
lesson,
kesanakemari,kesana kemari
sumberwaras,sumber waras
membangunnya,membangunnya
sensei,guru
dibangun,dibangun
youtube,youtube
dongho,
pgn,ingin
ramadhan,ramadhan
pelanggaran,pelanggaran
maukah,mau kah
yuta,
pancer,
gapnya,jaraknya
ngfolow,mengikuti
amaaaaan,aman
ditempat,di tempat
diratakan,diratakan
kl,kalau
consent,izin
blank,kosong
jancoook,sial
syg,sayang
berolahraga,berolahraga
jilbaber,orang berhijab
fair,adil
creyong,
udalaah,sudah lah
gbu,tuhan memberkati
of,dari
yutuber,youtuber
serah,terserah
panjangku,panjang ku
freetfreetkamfreett,kampret
tmen,teman
suddenly,tiba-tiba
lupa,lupa
perasaanku,perasaan ku
mengalami,mengalami
bulenya,bulenya
bimbingan,bimbingannya
selamanya,selamanya
gelaaaa,gila
sachetannya,sasetannya
raampunjabi,
kesian,kasihan
betapa,betapa
standard,standar
lhomo,
mnjd,menjadi
berkecukupan,berkecukupan
updatenya,pembaharuannya
bermaksud,bermaksud
muah,mencium
paketnya,paketnya
bhay,sampai jumpa
salama,selama
papi,ayah
ngepop,
beburu,berburu
executive,eksekutif
sn,sana
smtr,sementara
ag,
digerojogan,
berkokoknya,berkokoknya
pantesan,pantas saja
diumumkan,diumumkan
alenia,alenia
kt,kita
itucemburu,itu cemburu
deklarasi,deklarasi
melepasmu,melepasmu
filosopi,filosofi
maygad,astaga
aj,aja
matagenggaman,mata ngenggaman
bca,BCA
easier,lebih mudah
bg,
pasangannyaada,pasangannya ada
cil,
ideologi,ideologi
satisfies,memuaskan
day,hari
melarang,melarang
dikuncir,dikuncir
maximal,maksimal
adie,adie
savewoman,menyelamatkan wanita
merancang,merancang
bacod,bacot
pacarnyanyi,pacar bernyanyi 
musti,mesti
mengasihimu,mengasihimu
terdaftar,terdaftar
keinspirasi,terinspirasi
esok,besok
takdir,takdir
nampilin,menampilkan
sayangkuuuu,sayang ku
dikalan,
i,
dicidukpmrintah,diciduk pemerintah
dibenerin,dibenarkan
kotalgunya,
enaaak,enak
kasarintolerananti,kasari toleran nanti
bijakberplastik,bijak berplastik
bakrie,bakrie
menyertai,menyertai
woiii,woi
menyerbu,menyerbu
kediaman,
anung,
dirisemua,diri semua
rbhari,ribu hari
sebel,sebal
siangsore,siang sore
intermezo,selingi
matiin,mematikan
selanjutnya,selanjutnya
salut,salut
kachuusha,
elegan,elegan
rsa,rasa
lengannya,lengannya
romeo,romeo
ntaps,mantap
ambisi,ambisi
komentar,komentar
ava,
bekukan,bekukan
munetan,
atassecara,atas secara
roomchatcekcekcek,ruang obrolan 
cit,
her,dia
fokes,fokus
nuest,nuest
peel,mengupas
thd,terhadap
tokohelit,tokoh elit
happytuesday,selamat hari selasa
spanduk,spanduk
menggantungkan,menggantungkan
anonla,
ngatasin,mengatasi
terwujut,terwujud
pertanggungjawabannya,pertanggungjawabannya
batrenya,beterainya
ew,jijik
signal,sinyal
mengerutka,mengerutkan
keciiiil,kecil
klean,kalian
ref,referensi
person,orang
gabetah,tidak betah
knalpot,knalpot
brunei,brunnei
dgnnya,dengannya
suk,
exol,exo-l
menyangka,menyangka
antekantek,antek-antek
gemar,gemar
nissa,nissa
yak,iya
pasirian,pasirian
sperma,sperma
kerjasama,kerja sama
silakan,silahkan
lagiii,lagi
terselip,terselip
maghrib,maghrib
tanggungja,tanggung saja
akuuu,aku
tertipu,tertipu
kalik,khalik
adoh,aduh
kusederhanakan,ku sederhanakan
introprksi,introspeksi
gg,permainan yang baik
lampiasin,lampiaskan
tehskikuu,
lestactindonesia,
bcs,karena
gejrothehe,
cinematography,sinematografi
impeachmentbantu,
muhrsimam,
lg,lagi
karisma,karisma
nyanyi,bernyanyi
nazhiaputriadhitya,
anyiiiiing,anjing
th,
rehat,rehat
terkahir,terakhir
single,lajang
klop,cocok
mengular,mengular
vianya,
tagihan,tagihan
jkt,jakarta
maraknya,maraknya
mayan,lumayan
haroooom,haram
jailin,menjaili
ngeshift,bekerja
tersembunyi,tersembunyi
cmburu,cemburu
menelponmu,menelepon mu
naomi,naomi
ngarang,mengarang
counter,menangkal
fingers,jari jari
dsbnya,dan sebagainya
layer,lapisan
jelasssmasihh,jelas masih
lma,lama
etdah,buset deh
ditakutin,ditakutkan
pensiunan,pensiunan
terpaksa,terpaksa
kmana,kemana
berubahubah,berubah-ubah
apt,apartemen
acha,
udah,sudah
menempuh,menempuh
menshare,membagikan
dpt,dapat
jiwakupantaskah,jiwa ku pantas kah
kirimi,mengirimkan
sampee,sampai
terarah,terarah
from,dari
curigaan,curigaan
nanyaserius,bertanya serius
advice,saran
mengkait,mengait
ajakan,ajakan
kebahagiaan,kebahagiaan
yonglek,younglex
lewattiap,lewat tiap
kepentok,terbentur
syahkan,syah kan
sumateracoffee,sumatera coffe
pasangan,pasangan
yey,
kesananya,
menggunakn,menggunakan
kecilan,kecilan
padaa,pada
salamsaum,salam saum
batalinperiode,membatalkan periode
datangnya,datangnya
segara,segera
rp,
ario,
leaks,
mengkhawatirkan,
killer,
bobok,
hamparan,
jaaah,
seujung,
youre,
streetcubfans,
ngaduan,
awalilah,
datengnya,
colek,
crisis,
mengabarkan,
okok,
temanmu,
lekang,
puteran,
dimane,
ditatanya,
kabarin,
cendrawasih,
pasanganmujauh,
tensi,
muridku,
penurunan,
sihcuma,
lv,
such,
trauma,
paaak,
each,
toodler,
plg,
jaranggg,
tpq,
path,
khianati,
selingkuh,
memarahimu,
tidakbutuh,
alay,
diputuskan,
keluargamu,
jlnnya,
p,
menghampirinya,
fakewolrd,
dimintak,
naaah,
alhamdulilah,
konfrmasi,
goyangan,
muluusampe,
brain,
gerobaknya,
ginigw,
kep,
terkaget,
koki,
membosankan,
ketularan,
hilangin,
asikasiknya,
percoyo,
mujigae,
kurirnya,
pffft,
fakta,
jera,
cabean,
masjid,
ditindak,
banter,
polri,
iffa,
winnie,
ngekeh,
agats,
keputer,
haters,
membentak,
fromm,
dipatok,
rupanya,
lucunya,
menyidikamin,
malesmalesan,
figure,
mlewati,
againss,
memlalui,
blakan,
volly,
friendshipgoals,
isinya,
yee,
dendambermental,
gondongan,
junjunganmu,
ngulang,
sdm,
ngindarin,
eh,
city,
buronanpny,
membasuh,
disuapan,
oknumnya,
berada,
emeseyu,
know,
pemimpinnya,
ancurancur,
mamita,
berbakti,
baristanya,
kebon,
sbuah,
slh,
plain,
subhnallah,
ngamuknya,
asa,
nyampein,
sepulang,
terakhir,
ebong,
blekberi,
byk,
diciptakan,
terkebo,
atit,
thdp,
jatuhin,
masbro,
coto,
dikorupsi,
terjemahanbebas,
kotanya,
solusiini,
tawaran,
ilfeel,
wannable,
dilakukan,
menghina,
disini,
kawalkreasi,
lipstik,
hahaaasimpulkan,
ngoceh,
peramalpun,
warpaint,
td,
instead,
ginidah,
terhitung,
rencna,
tersayang,
bertobat,
faaak,
terbesar,
seok,
tersebut,
hilman,
melontarkan,
mick,
lindungilah,
senandung,
simbol,
luiz,
sharemaaf,
pmpcukup,
cantik,
cranky,
kdg,
lauk,
dideketin,
bertahun,
mungkinku,
savetelevisiindonesia,
republik,
pkr,
mine,
depanku,
hostel,
gegeran,
tbg,
matursuwun,
apabila,
icintayou,
nike,
dikampus,
lembab,
dedikasikan,
mengkambing,
ngecewain,
diliatin,
kesiannnn,
menyalahkan,
pembeda,
tebak,
triliun,
savejalanraya,
ngeluhin,
wahing,
obatnya,
bacabukunya,
wkwkwkwk,
karyamu,
diingetin,
theyre,
sc,
infonya,
moon,
sibuk,
nyinyiran,
timnas,
daan,
rosi,
gadapet,
yaorg,
selipin,
clash,
semuamua,
ganglion,
syukurin,
goblik,
annoying,
down,
njtw,
nikahin,
ingatkah,
inisiapapun,
askfm,
banyumas,
packing,
ezechiel,
kemampuan,
videon,
airnya,
toefl,
pasr,
permintaannya,
psimutan,
model,
antusias,
mengerutkan,
kemudahan,
kuuu,
mengasih,
unitedtogether,
dianugerahkan,
dilewati,
mabes,
djokowie,
duhh,
guanya,
welcone,
mbah,
komoditi,
njir,
leptop,
profesional,
okey,
syarani,
ntr,
pemikiranmu,
sederajat,
depantanpa,
reaction,
berkehendak,
ngumpulin,
sure,
tj,
imbauan,
ndre,
genks,
kebidanan,
jomblo,
menanya,
ici,
abuse,
curhatanpenuhsorry,
ketahui,
pls,
verified,
kerugianfp,
hantar,
sound,
eksoel,
secepat,
krjaitu,
hshahshahah,
pelaksananya,
melon,
eraterat,
pengakuan,
perkuliahan,
sekaligus,
jeans,
pening,
yakin,
menemani,
streetcub,
behelan,
dikeluari,
mami,
bayangin,
aposeee,
berduka,
kos,
less,
dijalankan,
dicek,
memilihku,
diartikan,
bekecukupan,
terkirim,
ngungkapinnya,
penggantinya,
remang,
terbaik,
dicatok,
penugasan,
nyadar,
belaian,
sekenario,
laura,
matengnya,
stocknya,
minumnya,
dimaksud,
part,
politiknya,
bukanlah,
dicuekin,
ketrima,
reportnya,
terselimut,
ji,
mommypapa,
swissbelboutique,
lae,
chaebol,
dikursi,
allaaaahhh,
setitik,
aduuu,
logistik,
acuhkan,
briefing,
melulu,
keram,
menyia,
prof,
riddle,
prefer,
koplo,
ngeliat,
picasso,
xeno,
menyukai,
nant,
enaq,
kecetit,
kembalian,
penatnya,
nabrak,
berbaringlah,
hajar,
rafinha,
disayangkn,
pakenya,
ceritanya,
luluslah,
hormatnya,
iniw,
struk,
anakbujangku,
magrib,
alangkah,
profesyenel,
yaampon,
etttaaann,
scarf,
kesebuah,
paksa,
begitupadahal,
biasanya,
umpatan,
victim,
storyku,
kehadiranmu,
seger,
semenjak,
pong,
ibundanya,
kayunya,
kelon,
pesimis,pesimis
qulub,
enga,tidak
muga,semoga
amien,amin
ujiannya,ujiannya
laskar,laskar
human,manusia
merantau,merantau
jwbmo,jawab mu
didpan,di depan
dl,
muth,
tidaklah,tidak lah
sesempit,sesempit
broo,abang
ceoibunya,ceo ibunya
kujawab,ku jawab
ngimpiin,memimpikan
berikansalam,berikan salam
iblispun,iblis pun
pkt,
tayo,tayo
privilege,hak istimewa
kedok,kedok
bangsaaat,bangsat
acar,acar
siangbangun,siang bangun
complete,komplit
ilfil,tidak terasa
mendoakaan,mendoakan
od,
btsnya,btsnya
brpapasan,berpapasan
mahkluk,makhluk
berbagai,berbagai
menengankan,menenangkan
vibe,atmosfer
capcay,capcay
terpilih,terpilih
setahun,satu tahun
admirer,pemuja
selevel,satu level
ramen,ramen
ingetnya,ingatnya
kalender,kalender
sendirinya,sendirinya
aah,ah
bles,
gaperlu,tidak perlu
namjoon,namjoon
cuak,
kusendri,ku sendiri
maukerja,mau kerja
pesentren,pesantren
bertegur,bertegur
dicrop,di potong
serakah,serakah
yakali,iya kali
ben,ben
simba,simba
payment,pembayaran
kegembiraanku,kegembiraan ku
benny,benny
braninya,beraninya
pilkada,pilkada
bergidik,bergidik
blueberry,blueberry
wagu,
bio,biografi
dibahas,dibahas
staring,menatap
mbavia,mba via
pria,pria
peak,puncak
bantuin,membantu
bawaslu,bawaslu
leader,pemimpin
pencenggmailcom,
akbirat,akhirat
ujukujuk,ujuk ujuk
bisniskomersil,bisnis komersil
cobain,mencoba
fpidivhumaspolri,fpi divisi humat polri
mereke,mereka
streaming,streaming
semasa,semasa
ngilangin,menghilangkan
indah,indah
merekapun,mereka pun
dibelain,dibela
punyagrup,punya grup
ldrkronis,ldr kronis
sorry,maaf
tertinggi,tertinggi
dipelajari,di pelajari
bismillahinalillah, bismillah Innalillahi
ngerusuh,merusuh
mendamaikan,mendamaikan
mijet,memijat
ccjokowi,cc jokowi
supratman,
mphi,
dianjurkan,di anjurkan
apansi,apaan si
emamg,memang
rilis,rilis
jdkan,jadikan
butekya,butek ya
kntr,kantor
triple,tiga kali lipat
imbasnya,imbasnya
sebagaimana,sebagaimana
wk,wkwk
lesehan,lesehan
gery,gery
dekatnya,dekatnya
belomnangkep,belum menangkap
possessive,posesif
berpengaruh,berpengaruh
tangkepin,tangkapkan
oy,
detiknya,detiknya
yhaa,yah
ngertiin,mengerti
paginya,paginya
predikat,predikat
haruskah,harus kah
mengintip,mengintip
pragmatis,pragmatis
susukan,bersusuk
sip,sip
kelurganya,keluarganya
kebijakannya,kebijakannya
kajj,kan
puskesmes,puskesmas
socmed,media sosial
gimane,bagaimana
mantab,mantap
yamg,yang
seharian,satu harian
bisaaa,bisa
parents,orang tua
reject,menolak
meridoi,
rejekinya,rezekinya
project,proyek
diceritain,diceritakan
memakainya,memakainya
nothing,tidak ada apa apa
mulei,mulai
yach,yah
sestel,
bingit,banget
syukur,syukur
gaeess,teman teman
